Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Longitude_masked,Neighborhood
Velo,VIZSLA,"(42.38053776, -71.136583)",42.38053776,-71.136583,West Cambridge
Venus,Border Terrier Mix,"(42.38143889, -71.14193911)",42.38143889,-71.14193911,West Cambridge
Venus,Siberian Husky,"(42.3869062, -71.12719397)",42.3869062,-71.12719397,Neighborhood Nine
Vic,French Spaniel,"(42.37159693, -71.08508109)",42.37159693,-71.08508109,East Cambridge
Vicky Ii,Norfolk Terrier,"(42.3754324, -71.13084263)",42.3754324,-71.13084263,West Cambridge
Vigo,German Shep,"(42.40092355, -71.13394478)",42.40092355,-71.13394478,North Cambridge
Vince,Chow Chow,"(42.37013116, -71.07301741)",42.37013116,-71.07301741,East Cambridge
Vinnie,Border Collie,"(42.39386167, -71.12871587)",42.39386167,-71.12871587,North Cambridge
Vinnie,Schipperke,"(42.39704489, -71.13687562)",42.39704489,-71.13687562,North Cambridge
Vinny,West Highland White Terrier,"(42.38368439, -71.12482669)",42.38368439,-71.12482669,Neighborhood Nine
Vinny Childs,Lab Mix,"(42.38787462, -71.14425724)",42.38787462,-71.14425724,Cambridge Highlands
Violet,Boston Terrier,"(42.38299112, -71.11590077)",42.38299112,-71.11590077,Agassiz
Violet,Sato,"(42.36030278, -71.11147934)",42.36030278,-71.11147934,Cambridgeport
Vita,Mix,"(42.37367505, -71.09832927)",42.37367505,-71.09832927,Wellington-Harrington
Vivian,Hound,"(42.37054121, -71.10005615)",42.37054121,-71.10005615,Mid-Cambridge
Viviana,Poodle Mix,"(42.38527155, -71.15945767)",42.38527155,-71.15945767,NA
Vyas,Bichon Frise,"(42.378994, -71.14006528)",42.378994,-71.14006528,West Cambridge
Waffle,Golden Doodle,"(42.37404473, -71.1375323)",42.37404473,-71.1375323,West Cambridge
Waffles,Pug,"(42.3724414, -71.09409256)",42.3724414,-71.09409256,Wellington-Harrington
Waffles,Spaniel Mix,"(42.38177803, -71.11312089)",42.38177803,-71.11312089,Agassiz
Waffles,Great Pyr Mix,"(42.37305393, -71.07760482)",42.37305393,-71.07760482,East Cambridge
Waiola,Border Collie/Lab Mix,"(42.37311765, -71.10664852)",42.37311765,-71.10664852,Mid-Cambridge
Walcott,Pembroke Welsh Corgi,"(42.39322852, -71.13265103)",42.39322852,-71.13265103,North Cambridge
Walden,Border Collie,"(42.37750934, -71.12277661)",42.37750934,-71.12277661,Neighborhood Nine
Waldo,Golden Retriever,"(42.37381516, -71.12298292)",42.37381516,-71.12298292,West Cambridge
Waldo,Cockerpoo,"(42.39202936, -71.1248762)",42.39202936,-71.1248762,North Cambridge
Wallace,Pit Bull,"(42.36978702, -71.10945916)",42.36978702,-71.10945916,Mid-Cambridge
Wallace,Labrador Retriever,"(42.37118796, -71.08209127)",42.37118796,-71.08209127,East Cambridge
Wallace,Border Collie,"(42.38449685, -71.1350323)",42.38449685,-71.1350323,West Cambridge
Wally,Cockerpoo,"(42.39030589, -71.12157657)",42.39030589,-71.12157657,North Cambridge
Wally,Miniature Poodle,"(42.3841663, -71.13703273)",42.3841663,-71.13703273,West Cambridge
Wally,Golden Retriever,"(42.38126492, -71.14014711)",42.38126492,-71.14014711,West Cambridge
Wally,Sato,"(42.36098498, -71.11111715)",42.36098498,-71.11111715,Cambridgeport
Wally,Pomeranian,"(42.39594597, -71.14814984)",42.39594597,-71.14814984,North Cambridge
Wally,Border Collie,"(42.38742734, -71.12217692)",42.38742734,-71.12217692,Neighborhood Nine
Walter,Cocker Spaniel,"(42.38495644, -71.13433582)",42.38495644,-71.13433582,Neighborhood Nine
Walter,Bearded Collie,"(42.38559157, -71.13391643)",42.38559157,-71.13391643,Neighborhood Nine
Walter,Norwich Terrier,"(42.37334196, -71.10255113)",42.37334196,-71.10255113,Mid-Cambridge
Walter,Yorkie Poo,"(42.37280327, -71.10942263)",42.37280327,-71.10942263,Mid-Cambridge
Walter,Pit Bull,"(42.36954393, -71.08087452)",42.36954393,-71.08087452,East Cambridge
Walter,Lhasa Apso,"(42.36389257, -71.0770599)",42.36389257,-71.0770599,East Cambridge
Walter,Great Pyrenees,"(42.36959411, -71.11255084)",42.36959411,-71.11255084,Mid-Cambridge
Walter,Hound Mix,"(42.35861292, -71.11278106)",42.35861292,-71.11278106,Cambridgeport
Wanda,Pit Bull,"(42.38828824, -71.11770773)",42.38828824,-71.11770773,North Cambridge
Wangchuk / Chuk,Shih Tzu,"(42.37916618, -71.13905346)",42.37916618,-71.13905346,West Cambridge
Watson,Pembr Welsh Corgi,"(42.38490336, -71.11697807)",42.38490336,-71.11697807,Agassiz
Watson,Cockerpoo,"(42.3652029, -71.11354111)",42.3652029,-71.11354111,Riverside
Watson,Yorkshire Terrier,"(42.38111872, -71.1205102)",42.38111872,-71.1205102,Neighborhood Nine
Watson,Terrier,"(42.37520492, -71.14628474)",42.37520492,-71.14628474,West Cambridge
Watson,Labradoddle,"(42.37241132, -71.11186054)",42.37241132,-71.11186054,Mid-Cambridge
Watson,Bor/Collie Mix,"(42.36691077, -71.0971847)",42.36691077,-71.0971847,The Port
Webster,Great Dane,"(42.38293467, -71.11800116)",42.38293467,-71.11800116,Agassiz
Weezy,Flat Coated Retriever,"(42.36905776, -71.11526962)",42.36905776,-71.11526962,Riverside
Wendell,Newfoundland,"(42.38542848, -71.13564773)",42.38542848,-71.13564773,West Cambridge
Wendy,,"(42.38429399, -71.11335831)",42.38429399,-71.11335831,NA
Wes,Australian Shepherd,"(42.37401111, -71.1252216)",42.37401111,-71.1252216,West Cambridge
Wesley,Mix,"(42.38329179, -71.13877222)",42.38329179,-71.13877222,West Cambridge
Wesley,Bearded Collie,"(42.3999342, -71.15180377)",42.3999342,-71.15180377,North Cambridge
Wesley,Spaniel,"(42.37237794, -71.09667008)",42.37237794,-71.09667008,Wellington-Harrington
Wesley,German Shepherd Mix,"(42.3688285, -71.09595452)",42.3688285,-71.09595452,The Port
Westie,West Highland White Terrier,"(42.36909594, -71.09562694)",42.36909594,-71.09562694,The Port
Whimsy,Bichon Frise,"(42.36429991, -71.11045678)",42.36429991,-71.11045678,Riverside
Whistler,Golden Retriever,"(42.35522065, -71.10001216)",42.35522065,-71.10001216,Area 2/MIT
Whitey Bulger,Cockapoo,"(42.39011792, -71.12713624)",42.39011792,-71.12713624,Neighborhood Nine
Whitman,Irish Terrier,"(42.37936112, -71.11657754)",42.37936112,-71.11657754,Agassiz
Whitney,Lab Coonhound Mix,"(42.36074016, -71.10745843)",42.36074016,-71.10745843,Cambridgeport
Whizzby,Whippet,"(42.3830444, -71.14262247)",42.3830444,-71.14262247,West Cambridge
Wicklow,Australian Shepherd,"(42.36993716, -71.10436629)",42.36993716,-71.10436629,Mid-Cambridge
Widget,Entlebucher,"(42.36984394, -71.11501397)",42.36984394,-71.11501397,Riverside
Wiggles,Labrador Retriever,"(42.37419781, -71.12114994)",42.37419781,-71.12114994,West Cambridge
Wiggles,Pointer,"(42.36987691, -71.09557738)",42.36987691,-71.09557738,Wellington-Harrington
Wiley,American Water Spaniel,"(42.39089586, -71.12170041)",42.39089586,-71.12170041,North Cambridge
Willa,Labradoddle,"(42.3740191, -71.1309337)",42.3740191,-71.1309337,West Cambridge
Will B.,Labrador Retriever,"(42.40214456, -71.13435305)",42.40214456,-71.13435305,North Cambridge
William,Yorksire Terrier,"(42.36546728, -71.09731269)",42.36546728,-71.09731269,The Port
William,Airedale,"(42.37488668, -71.14943768)",42.37488668,-71.14943768,Strawberry Hill
William,Italian Greyhould,"(42.37524175, -71.12338943)",42.37524175,-71.12338943,West Cambridge
Willie,Chihuahua,"(42.38746242, -71.12615178)",42.38746242,-71.12615178,Neighborhood Nine
Willie,Dachshund,"(42.36159158, -71.11203077)",42.36159158,-71.11203077,Cambridgeport
Willie,Yorkie Poo,"(42.37086003, -71.11397094)",42.37086003,-71.11397094,Mid-Cambridge
Willie Lizzie,Lab Hound Mix,"(42.37468998, -71.09538224)",42.37468998,-71.09538224,Wellington-Harrington
Willis,Beagle,"(42.36839488, -71.10414549)",42.36839488,-71.10414549,Mid-Cambridge
Willits,Labrador Retriever,"(42.38657812, -71.12912852)",42.38657812,-71.12912852,Neighborhood Nine
Willoughby,Maltese,"(42.37705142, -71.1107173)",42.37705142,-71.1107173,Mid-Cambridge
Willoughby,Shih Tzu,"(42.3795557, -71.15213277)",42.3795557,-71.15213277,Strawberry Hill
Willoughby,Tibetan Terrier,"(42.37770845, -71.14080306)",42.37770845,-71.14080306,West Cambridge
Willow,Labrador Retriever,"(42.37126729, -71.10971583)",42.37126729,-71.10971583,Mid-Cambridge
Willow,Dachshund,"(42.37054899, -71.09858592)",42.37054899,-71.09858592,The Port
Willow,Standard Poodle,"(42.3842243, -71.13510654)",42.3842243,-71.13510654,Neighborhood Nine
Willow,Mix,"(42.36673246, -71.10763279)",42.36673246,-71.10763279,Riverside
Willow,Labrador Retriever,"(42.38998299, -71.13075145)",42.38998299,-71.13075145,North Cambridge
Willy,Lab Retriever,"(42.3676844, -71.09940432)",42.3676844,-71.09940432,The Port
Willy,Labraddoodle,"(42.39022608, -71.13324855)",42.39022608,-71.13324855,Neighborhood Nine
Wilson,Corgi,"(42.39922912, -71.1357682)",42.39922912,-71.1357682,North Cambridge
Wilson,Labrador Retriever,"(42.36124702, -71.10041744)",42.36124702,-71.10041744,Cambridgeport
Wilson,Pit Bull,"(42.37021365, -71.0927933)",42.37021365,-71.0927933,Wellington-Harrington
Windsor,Cocker Spaniel,"(42.37058907, -71.08090637)",42.37058907,-71.08090637,East Cambridge
Wingman,Italian Greyhould,"(42.36836076, -71.10821431)",42.36836076,-71.10821431,Mid-Cambridge
Wingnut,Siberian Husky,"(42.3645175, -71.10903284)",42.3645175,-71.10903284,Riverside
Wingnut,Australian Shepherd,"(42.35845716, -71.10496202)",42.35845716,-71.10496202,Cambridgeport
Wink,Pug,"(42.39407178, -71.1469397)",42.39407178,-71.1469397,North Cambridge
Winn,VIZSLA,"(42.39042572, -71.13947922)",42.39042572,-71.13947922,Neighborhood Nine
Winnaretta,Cockerpoo,"(42.36337667, -71.08294123)",42.36337667,-71.08294123,East Cambridge
Winnie,Poodle,"(42.38727745, -71.1252305)",42.38727745,-71.1252305,Neighborhood Nine
Winnie,Siberian Husky,"(42.38016536, -71.13968841)",42.38016536,-71.13968841,West Cambridge
Winnie,Airedale,"(42.37583591, -71.14515112)",42.37583591,-71.14515112,West Cambridge
Winnie,Poodle,"(42.39356198, -71.12716809)",42.39356198,-71.12716809,North Cambridge
Winnie,Labradoddle,"(42.37854841, -71.14108047)",42.37854841,-71.14108047,West Cambridge
Winnie,Sato,"(42.38219774, -71.13888711)",42.38219774,-71.13888711,West Cambridge
Winnie,Terrier,"(42.39311349, -71.11979053)",42.39311349,-71.11979053,NA
Winny,Bichon Frise,"(42.3692681, -71.11166157)",42.3692681,-71.11166157,Mid-Cambridge
Winslow,Australian Labadoodle,"(42.37491073, -71.10779207)",42.37491073,-71.10779207,Mid-Cambridge
Winston,Boston Terrier,"(42.3652661, -71.1150508)",42.3652661,-71.1150508,Riverside
Winston,English Bulldog,"(42.39370352, -71.14226938)",42.39370352,-71.14226938,North Cambridge
Winston,Cavapoo,"(42.38971858, -71.12916679)",42.38971858,-71.12916679,Neighborhood Nine
Winston,Labrdaor Retriever,"(42.38563238, -71.12757057)",42.38563238,-71.12757057,Neighborhood Nine
Winston,Maltese,"(42.39991124, -71.15184234)",42.39991124,-71.15184234,North Cambridge
Winston,Bernese Mountain Dog,"(42.38074374, -71.11593709)",42.38074374,-71.11593709,Agassiz
Winston,Puggle,"(42.37113941, -71.08415347)",42.37113941,-71.08415347,East Cambridge
Winston,Bulldog,"(42.37229052, -71.09660656)",42.37229052,-71.09660656,Wellington-Harrington
Winston,Pug,"(42.35901583, -71.10618604)",42.35901583,-71.10618604,Cambridgeport
Winston,Puggle,"(42.37097328, -71.08290928)",42.37097328,-71.08290928,East Cambridge
Winston,Rat Terrier Chihuhua Mix,"(42.36873667, -71.09136097)",42.36873667,-71.09136097,Wellington-Harrington
Winston,Welsh Terrier,"(42.38224441, -71.14139351)",42.38224441,-71.14139351,West Cambridge
Winston,Golden Retriever,"(42.37958151, -71.14414188)",42.37958151,-71.14414188,West Cambridge
Winston,Hound,"(42.37246287, -71.10840929)",42.37246287,-71.10840929,Mid-Cambridge
Winston,Boston Terrier,"(42.40040504, -71.15272984)",42.40040504,-71.15272984,North Cambridge
Winston,Shih Tzu,"(42.37121296, -71.07303866)",42.37121296,-71.07303866,East Cambridge
Winston,Shih Tzu,"(42.36981668, -71.07356265)",42.36981668,-71.07356265,East Cambridge
Winston,Welsh Terrier,"(42.35888542, -71.11306887)",42.35888542,-71.11306887,Cambridgeport
Winston,BOSTON TERRIER,"(42.38708618, -71.11690854)",42.38708618,-71.11690854,NA
Winston,,"(42.3743324, -71.09844329)",42.3743324,-71.09844329,Wellington-Harrington
Winston,Golden Retriever,"(42.37026256, -71.07195575)",42.37026256,-71.07195575,East Cambridge
Winston,Vizsla,"(42.35635126, -71.10679803)",42.35635126,-71.10679803,Cambridgeport
Winston,Mix,"(42.37223791, -71.09591179)",42.37223791,-71.09591179,Wellington-Harrington
Winston,Sato,"(42.36804554, -71.0854416)",42.36804554,-71.0854416,East Cambridge
Winter,Jack Russel Terrier,"(42.36741044, -71.09374515)",42.36741044,-71.09374515,The Port
Winter,German Shepherd,"(42.36061127, -71.10730878)",42.36061127,-71.10730878,Cambridgeport
Wolfie Pickle,Pug,"(42.36367403, -71.10463089)",42.36367403,-71.10463089,Cambridgeport
Woodrow,Brittany,"(42.35663272, -71.11000056)",42.35663272,-71.11000056,Cambridgeport
Woody,Golden Retriever Mix,"(42.361477, -71.1032586)",42.361477,-71.1032586,Cambridgeport
Woody,Golden Retriever,"(42.36174585, -71.10267503)",42.36174585,-71.10267503,Cambridgeport
Wooster,English Cocker Spaniel,"(42.38575968, -71.13142448)",42.38575968,-71.13142448,Neighborhood Nine
Wren,Norwegian Elkhound,"(42.37210915, -71.09957441)",42.37210915,-71.09957441,Wellington-Harrington
Wun Wun,Cardigan Welsh Corgi,"(42.36729876, -71.10655256)",42.36729876,-71.10655256,Mid-Cambridge
Wyatt,Brittany Spaniel,"(42.38048947, -71.14367103)",42.38048947,-71.14367103,West Cambridge
Wyatt,Collie Mix,"(42.38388776, -71.12996257)",42.38388776,-71.12996257,Neighborhood Nine
Wylie,Yorksire Terrier,"(42.36792978, -71.0808619)",42.36792978,-71.0808619,East Cambridge
Wylie,Labrador Retriever,"(42.38385475, -71.13048211)",42.38385475,-71.13048211,Neighborhood Nine
Wynne,Australian Terrier,"(42.39999727, -71.13612447)",42.39999727,-71.13612447,North Cambridge
Xander,Labrador Retriever Mix,"(42.36547123, -71.10810494)",42.36547123,-71.10810494,Riverside
Xander,Newfoundland,"(42.3660436, -71.09514199)",42.3660436,-71.09514199,The Port
Xena,Labrador Retriever,"(42.37641288, -71.13550803)",42.37641288,-71.13550803,West Cambridge
Xena,Poodle,"(42.38456408, -71.1244691)",42.38456408,-71.1244691,Neighborhood Nine
Xevious,Labradoodle,"(42.38343032, -71.12651151)",42.38343032,-71.12651151,Neighborhood Nine
Xiaochua,Border Collie,"(42.37282009, -71.07257099)",42.37282009,-71.07257099,East Cambridge
Xiaoto,Old English Sheepdog,"(42.3691967, -71.07761078)",42.3691967,-71.07761078,East Cambridge
Yaman,German Shepherd,"(42.38089855, -71.1393749)",42.38089855,-71.1393749,West Cambridge
Yankee,Poodle,"(42.38447893, -71.13410034)",42.38447893,-71.13410034,West Cambridge
Yaya,Bichion Frise,"(42.37035002, -71.07434784)",42.37035002,-71.07434784,East Cambridge
Yetta,Chihuahua,"(42.36502782, -71.1093014)",42.36502782,-71.1093014,Riverside
Yindi,Thai Mix,"(42.39521687, -71.1463619)",42.39521687,-71.1463619,North Cambridge
Yoda,French Bulldog,"(42.39426122, -71.14660339)",42.39426122,-71.14660339,North Cambridge
Yoda,French Buldog,"(42.39526189, -71.14296801)",42.39526189,-71.14296801,North Cambridge
Yoda,Chihuahua,"(42.37714906, -71.15266939)",42.37714906,-71.15266939,Strawberry Hill
Yodel,Pug,"(42.38938021, -71.12659816)",42.38938021,-71.12659816,Neighborhood Nine
Yofi,Tibetan Terrier,"(42.39125595, -71.12701499)",42.39125595,-71.12701499,North Cambridge
Yogi,Bichon Frise,"(42.37162699, -71.0841579)",42.37162699,-71.0841579,East Cambridge
Yoko,Terrier,"(42.37022573, -71.09424103)",42.37022573,-71.09424103,Wellington-Harrington
Yoshi,Siberian Husky,"(42.39400246, -71.15418894)",42.39400246,-71.15418894,Cambridge Highlands
Yoshi,Bichon Frise,"(42.37882639, -71.13931896)",42.37882639,-71.13931896,West Cambridge
Yoshi,Silky Terrier,"(42.36770395, -71.09607317)",42.36770395,-71.09607317,The Port
"Yossarian "" Yo- Yo""",Corgi,"(42.398724, -71.13166386)",42.398724,-71.13166386,North Cambridge
Youki,Hound Mix,"(42.39608982, -71.13386033)",42.39608982,-71.13386033,North Cambridge
Yoyo,Maltese/Bichon,"(42.37094628, -71.10592094)",42.37094628,-71.10592094,Mid-Cambridge
Yuca,Terrier,"(42.36126797, -71.10732603)",42.36126797,-71.10732603,Cambridgeport
Yuki,Labrador Retriever,"(42.37432418, -71.12389194)",42.37432418,-71.12389194,West Cambridge
Yuki,Labrador Retriever,"(42.38588441, -71.1295842)",42.38588441,-71.1295842,Neighborhood Nine
Yumi,Old English Sheepdog,"(42.37092578, -71.07713437)",42.37092578,-71.07713437,East Cambridge
Yumi,Chihuahua Mix,"(42.36692648, -71.10976022)",42.36692648,-71.10976022,Riverside
Yum Yum,Shih Tzu,"(42.39268493, -71.12632062)",42.39268493,-71.12632062,North Cambridge
Yurei,Samoyed,"(42.3689514, -71.09609753)",42.3689514,-71.09609753,The Port
Zach,Springer Spaniel,"(42.36004985, -71.11060956)",42.36004985,-71.11060956,Cambridgeport
Zack,Labrador Retriever,"(42.37966594, -71.1210485)",42.37966594,-71.1210485,Neighborhood Nine
Zane,Maltese Mix,"(42.39274069, -71.12675881)",42.39274069,-71.12675881,North Cambridge
Zane,Cattle Dog Mix,"(42.39885144, -71.13454976)",42.39885144,-71.13454976,North Cambridge
Zapata,Chihuahua,"(42.37715584, -71.153347)",42.37715584,-71.153347,Strawberry Hill
Zazu,Vizsla,"(42.35924706, -71.10796953)",42.35924706,-71.10796953,Cambridgeport
Zdeno,Boston Terrier,"(42.37647682, -71.10881112)",42.37647682,-71.10881112,Mid-Cambridge
Zebedee,Dachshund,"(42.3784995, -71.14651856)",42.3784995,-71.14651856,West Cambridge
Zeek,Rat Terrier Mix,"(42.39509704, -71.13403016)",42.39509704,-71.13403016,North Cambridge
Zeke,Golden Retriever,"(42.3818302, -71.14130526)",42.3818302,-71.14130526,West Cambridge
Zeke,Goldendoodle,"(42.38460514, -71.12139083)",42.38460514,-71.12139083,Neighborhood Nine
Zeke,Golden Retriever,"(42.39746233, -71.13213878)",42.39746233,-71.13213878,North Cambridge
Zeke,POODLE,"(42.38616879, -71.11767466)",42.38616879,-71.11767466,Agassiz
Zelda,Great Dane,"(42.3909171, -71.13821653)",42.3909171,-71.13821653,Neighborhood Nine
Zelda,Australian Shepherd,"(42.37997254, -71.13186872)",42.37997254,-71.13186872,West Cambridge
Zelda,Jack Russell Terrier,"(42.37589018, -71.14224952)",42.37589018,-71.14224952,West Cambridge
Zena,Samoyed,"(42.37657654, -71.15221443)",42.37657654,-71.15221443,Strawberry Hill
Zena,Samoyed,"(42.37508925, -71.15162036)",42.37508925,-71.15162036,Strawberry Hill
Zenite,Yorksire Terrier,"(42.37336867, -71.09731803)",42.37336867,-71.09731803,Wellington-Harrington
Zenyatta,Labrador Retriever,"(42.36963342, -71.0982328)",42.36963342,-71.0982328,The Port
Zenzi,Labrador Retriever,"(42.37502458, -71.15157478)",42.37502458,-71.15157478,Strawberry Hill
Zephyr,Whippet,"(42.36136823, -71.10563489)",42.36136823,-71.10563489,Cambridgeport
Zero,Portugese Podengo,"(42.39422221, -71.12760659)",42.39422221,-71.12760659,North Cambridge
Zets,Pomeranian Mix,"(42.36833792, -71.1054932)",42.36833792,-71.1054932,Mid-Cambridge
Zeus,German Shepherd,"(42.36027046, -71.10601287)",42.36027046,-71.10601287,Cambridgeport
Zeus,Alaskan Malamute Mix,"(42.38981382, -71.13270261)",42.38981382,-71.13270261,North Cambridge
Zeus,Pit Bull,"(42.37066367, -71.09599343)",42.37066367,-71.09599343,Wellington-Harrington
Zeus,Border Collie,"(42.39523595, -71.12651709)",42.39523595,-71.12651709,North Cambridge
Zeus,Pit Bull,"(42.36044561, -71.10938871)",42.36044561,-71.10938871,Cambridgeport
Zha-Zha,French Bulldog,"(42.38863315, -71.14437247)",42.38863315,-71.14437247,Cambridge Highlands
Ziggy,Labradoddle,"(42.38142713, -71.14214111)",42.38142713,-71.14214111,West Cambridge
Ziggy,Golden Doodle,"(42.38100156, -71.12158376)",42.38100156,-71.12158376,Neighborhood Nine
Ziggy,Miniature Poodle,"(42.38188306, -71.14452158)",42.38188306,-71.14452158,West Cambridge
Ziggy,Labrador Retriever,"(42.38536852, -71.12737957)",42.38536852,-71.12737957,Neighborhood Nine
Ziggy,Golden Doodle,"(42.39466936, -71.12852965)",42.39466936,-71.12852965,North Cambridge
Ziggy,Cocker Spaniel,"(42.37483791, -71.10633639)",42.37483791,-71.10633639,Mid-Cambridge
Ziggy,Maltipoo,"(42.39212957, -71.12577572)",42.39212957,-71.12577572,North Cambridge
Ziggy,Mix,"(42.37412587, -71.10362402)",42.37412587,-71.10362402,Mid-Cambridge
Ziggy,Bichon Frise,"(42.3984983, -71.12938916)",42.3984983,-71.12938916,North Cambridge
Ziggy,Vizsla,"(42.36895889, -71.08188721)",42.36895889,-71.08188721,East Cambridge
